"day","lon","lat"
1,-101.642067109846,24.8434921471754
2,-101.605299272597,24.7838672775785
3,-101.566341825531,24.7215672945671
4,-101.525456355393,24.6569293799884
5,-101.482903361598,24.5902904242226
6,-101.438942113348,24.521986983784
7,-101.393830529054,24.4523552421431
8,-101.34782507789,24.3817309741953
9,-101.301180703291,24.3104495148597
10,-101.254150768182,24.2388457323374
11,-101.206987021733,24.167254006591
12,-101.159939587388,24.0960082136256
13,-101.113256971951,24.0254417161612
14,-101.067186095488,23.9558873612799
15,-101.021972341816,23.8876774856174
16,-100.977859629363,23.8211439286406
17,-100.935090502189,23.7566180545176
18,-100.893906240995,23.6944307830369
19,-100.854546993944,23.6349126299777
20,-100.817235205412,23.578361411846
21,-100.782047301046,23.5247933069429
22,-100.748985315958,23.4740799486711
23,-100.718051424467,23.4260922724899
24,-100.689248509627,23.3807016657396
25,-100.662580112709,23.3377799215478
26,-100.638050382907,23.2971991954366
27,-100.615664027182,23.2588319647057
28,-100.595426260181,23.2225509906665
29,-100.57734275414,23.1882292837939
30,-100.561419588722,23.1557400718632
31,-100.547663200728,23.1249567711343
32,-100.536080333629,23.0957529606418
33,-100.52667798688,23.0680023596498
34,-100.519463364963,23.0415788083223
35,-100.514443826156,23.0163562516641
36,-100.511626830967,22.9922087267782
37,-100.511019890248,22.9690103534864
38,-100.512628185081,22.9466383022574
39,-100.516403329209,22.9250381766869
40,-100.522243456926,22.9042238450009
41,-100.530044499232,22.8842119568156
42,-100.539702534426,22.865018986677
43,-100.551113807796,22.8466612525643
44,-100.564174749225,22.8291549339136
45,-100.578781988719,22.8125160891679
46,-100.594832369898,22.7967606728567
47,-100.612222961462,22.7819045522167
48,-100.630851066661,22.7679635233567
49,-100.650614230786,22.7549533269803
50,-100.67141024669,22.7428896636737
51,-100.693137158367,22.7317882087684
52,-100.715693262588,22.7216646267922
53,-100.738977108615,22.7125345855178
54,-100.76288749599,22.70441376962
55,-100.787323470416,22.6973178939566
56,-100.812185004837,22.6912635683464
57,-100.837455453735,22.6863704979277
58,-100.863279946302,22.6829583732079
59,-100.88982254641,22.6813695637495
60,-100.917247765779,22.6819461695681
61,-100.94572064233,22.685030092878
62,-100.975406833506,22.6909631215532
63,-101.006472724646,22.7000870240711
