"day","lon","lat"
1,-86.9424256114157,15.3881659939076
2,-86.9520706247638,15.3522512630728
3,-86.9598389394114,15.3171743160483
4,-86.9657589221692,15.2829044282878
5,-86.9698585969882,15.249411064446
6,-86.9721656693264,15.2166638688305
7,-86.9727075498887,15.1846326562596
8,-86.9715113777563,15.1532874033258
9,-86.9686040429204,15.1225982400656
10,-86.9640122082364,15.0925354420393
11,-86.9577623308107,15.0630694228202
12,-86.9498806828327,15.034170726898
13,-86.9403933718641,15.0058100229947
14,-86.929326360593,14.9779580977984
15,-86.9167054860636,14.9505858501134
16,-86.9025564783884,14.9236642854305
17,-86.8869049789492,14.8971645109182
18,-86.8697765580929,14.8710577308359
19,-86.8511967323265,14.845315242372
20,-86.8312036559863,14.8199095128621
21,-86.8099457446949,14.7948225040489
22,-86.7876280742935,14.7700411097838
23,-86.7644560409367,14.7455523590139
24,-86.740634910664,14.7213433822605
25,-86.7163698374238,14.6974014163204
26,-86.6918658800372,14.6737138071773
27,-86.6673280181435,14.6502680111422
28,-86.6429611671733,14.6270515942445
29,-86.6189701923969,14.6040522298919
30,-86.5955599220932,14.581257694814
31,-86.5729351598852,14.5586558633085
32,-86.5513006962843,14.5362346998003
33,-86.5308613194804,14.5139822497311
34,-86.511821825409,14.491886628789
35,-86.4943870271214,14.4699360104931
36,-86.4787617634716,14.4481186121433
37,-86.4651509071259,14.426422679147
38,-86.4537549967627,14.4048358471192
39,-86.4446740013495,14.3833314790163
40,-86.4379073595816,14.3618686908206
41,-86.4334502216765,14.3404060185535
42,-86.4312977883231,14.3189020392979
43,-86.4314452740751,14.2973153724383
44,-86.4338878707895,14.2756046820607
45,-86.4386207111146,14.2537286805235
46,-86.4456388320316,14.2316461332067
47,-86.4549371384619,14.2093158644531
48,-86.4665103669493,14.1866967647042
49,-86.4803530494372,14.1637477988441
50,-86.4964594771562,14.1404280157549
51,-86.5148236646479,14.1166965590885
52,-86.5354393139491,14.0925126792621
53,-86.5582997789659,14.0678357466775
54,-86.5833980300714,14.0426252661648
55,-86.6107266189612,14.0168408926546
56,-86.640277421827,13.9904448141784
57,-86.6720150419556,13.9636856508627
